name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,user_score,developer,rating,sales_category,game_age,game_age_category
Ghostbusters (2016),PS4,2016,Action,activision,0.04,0.00,0.00,0.01,0.05,7.5,unknown,E,low,10,recent
Shin Sangoku Musou 5 Empires,PSP,2010,Action,tecmo koei,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
Air Conflicts: Aces of World War II,PSP,2009,Simulation,graffiti,0.05,0.00,0.00,0.00,0.05,7.5,Cowboy Rodeo,T,low,17,old
Carve,XB,2004,Racing,global star,0.04,0.01,0.00,0.00,0.05,7.5,Argonaut Games,E,low,22,old
BlowOut,XB,2003,Shooter,zoo digital publishing,0.04,0.01,0.00,0.00,0.05,7.5,Terminal Reality,T,low,23,old
GunPey,PSP,2006,Puzzle,atari,0.05,0.00,0.00,0.01,0.05,7.5,Q Entertainment,E10+,low,20,old
Front Mission Evolved,PC,2010,Shooter,square enix,0.05,0.00,0.00,0.00,0.05,5.1,Double Helix Games,T,low,16,old
GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,spike,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,15,old
McDROID,PSP,2011,Strategy,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,15,old
Bottom of the 9th '99,PS,1998,Sports,konami digital entertainment,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,28,old
WTA Tour Tennis,PS2,2001,Sports,konami digital entertainment,0.03,0.02,0.00,0.01,0.05,7.5,Konami,E,low,25,old
Dynasty Warriors 5,XB,2005,Action,tecmo koei,0.04,0.01,0.00,0.00,0.05,8.0,Omega Force,T,low,21,old
Samurai Warriors 4-II,PSV,2015,Action,tecmo koei,0.00,0.00,0.05,0.00,0.05,7.5,Omega Force,T,low,11,recent
Famicom Mini: Dig Dug,GBA,2004,Puzzle,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,22,old
FIFA Soccer 2003,GBA,2002,Sports,electronic arts,0.04,0.01,0.00,0.00,0.05,7.5,Exient Entertainment,E,low,24,old
Naval Ops: Commander,PS2,2004,Simulation,tecmo koei,0.03,0.02,0.00,0.01,0.05,7.5,Micro Cabin,T,low,22,old
The Lost Chronicles of Zerzura,PC,2012,Adventure,dtp entertainment,0.00,0.05,0.00,0.01,0.05,6.7,Cranberry Production,E,low,14,recent
Adventure Time: Finn & Jake Investigations,XOne,2015,Action,little orbit,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,11,recent
4 Elements,PC,2009,Puzzle,mastertronic,0.00,0.04,0.00,0.01,0.05,7.4,Playrix Entertainment,E,low,17,old
Uta no Prince-Sama: Music 3,PSV,2016,Action,broccoli,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,10,recent
New Prince of Tennis: Go to the Top,3DS,2015,Action,furyu,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,11,recent
Virtual Villagers: A New Home,DS,2010,Simulation,pqube,0.04,0.01,0.00,0.00,0.05,7.5,LDW,E,low,16,old
Batman: A Telltale Game Series,PS3,2016,Adventure,telltale games,0.01,0.04,0.00,0.01,0.05,7.5,unknown,E,low,10,recent
Defendin' De Penguin,Wii,2008,Strategy,zushi games,0.05,0.00,0.00,0.00,0.05,7.5,unknown,E,low,18,old
Murdered: Soul Suspect,PC,2014,Action,square enix,0.00,0.05,0.00,0.00,0.05,7.4,Airtight Games,M,low,12,recent
Activision Hits: Remixed,PSP,2006,Misc,activision,0.05,0.00,0.00,0.00,0.05,7.5,Digital Eclipse,E,low,20,old
Bleach: Blade Battlers,PS2,2006,Fighting,sony computer entertainment,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,20,old
Rez,PS2,2001,Shooter,sony computer entertainment,0.03,0.02,0.00,0.01,0.05,8.3,UGA,E,low,25,old
MLB SlugFest 2006,XB,2006,Sports,midway games,0.04,0.01,0.00,0.00,0.05,7.5,Blue Shift,E10+,low,20,old
Goosebumps: The Game,3DS,2015,Adventure,wayforward technologies,0.05,0.00,0.00,0.01,0.05,7.5,WayForward,E10+,low,11,recent
Neverland Card Battles,PSP,2008,Role-Playing,idea factory,0.04,0.00,0.00,0.01,0.05,7.8,Idea Factory,T,low,18,old
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,taito,0.04,0.01,0.00,0.00,0.05,8.3,Taito Corporation,E,low,24,old
UEFA Euro 2004: Portugal,XB,2004,Sports,electronic arts,0.04,0.01,0.00,0.00,0.05,8.1,EA Canada,E,low,22,old
Airline Tycoon 2,PC,2011,Simulation,kalypso media,0.00,0.04,0.00,0.01,0.05,5.5,Kalypso,E,low,15,old
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,sega,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,20,old
Taito Legends Power Up,PSP,2007,Action,destineer,0.05,0.00,0.00,0.00,0.05,7.5,Empire Oxford,E,low,19,old
Shaman King: Soul Fight,GC,2003,Platform,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,23,old
Samurai Deeper Kyo,PS,2002,Fighting,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,24,old
Petz Bunnyz Bunch,DS,2011,Simulation,ubisoft,0.05,0.00,0.00,0.00,0.05,7.5,Ubisoft,E,low,15,old
Project Setsuna,PSV,2016,Role-Playing,square enix,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,10,recent
Medabots: Infinity,GC,2003,Role-Playing,ubisoft,0.04,0.01,0.00,0.00,0.05,8.0,Imagineer,E,low,23,old
MotoGP 15,PS3,2015,Racing,milestone s r l ,0.00,0.02,0.03,0.00,0.05,7.5,Milestone S.r.l,E10+,low,11,recent
Criminal Girls 2,PSV,2015,Role-Playing,nippon ichi software,0.01,0.01,0.03,0.01,0.05,7.5,unknown,E,low,11,recent
Omega Labyrinth,PSV,2015,Role-Playing,d3publisher,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,11,recent
Zapper: One Wicked Cricket!,XB,2002,Platform,infogrames,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,24,old
Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Adventure,pack in video,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,31,old
PopStar Guitar,Wii,2008,Misc,midway games,0.03,0.02,0.00,0.00,0.05,7.5,Broadsword Interactive,T,low,18,old
Bust-A-Bloc,PS2,2002,Puzzle,midas interactive entertainment,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,24,old
Pucca Power Up,DS,2011,Platform,rising star games,0.04,0.01,0.00,0.00,0.05,7.5,Rising Star Games,E,low,15,old
Sitting Ducks,PS2,2003,Platform,lsp games,0.03,0.02,0.00,0.01,0.05,7.5,Asobo Studio,E,low,23,old
Puyo Puyo 7,Wii,2009,Puzzle,sega,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,17,old
My Fitness Coach: Club,Wii,2011,Sports,ubisoft,0.00,0.05,0.00,0.01,0.05,7.5,unknown,E,low,15,old
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,ubisoft,0.00,0.04,0.00,0.01,0.05,7.1,1C: Maddox Games,T,low,15,old
Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,tecmo koei,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,12,recent
NFL Blitz Pro,XB,2003,Sports,midway games,0.04,0.01,0.00,0.00,0.05,6.6,Midway,E,low,23,old
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,13,recent
Mountain Bike Adrenaline,PS2,2007,Sports,unknown,0.03,0.02,0.00,0.01,0.05,7.5,Fresh 3D,E,low,19,old
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,13,recent
Hi-Octane: The Track Fights Back!,PS,1995,Racing,electronic arts,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,31,old
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,graffiti,0.05,0.00,0.00,0.00,0.05,7.5,Studio Archcraft,E,low,17,old
Death Jr. II: Root of Evil,PSP,2006,Platform,konami digital entertainment,0.05,0.00,0.00,0.00,0.05,7.3,Backbone Entertainment,T,low,20,old
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,activision,0.04,0.01,0.00,0.00,0.05,8.8,Shaba Games,E,low,23,old
Mighty No. 9,PS4,2016,Platform,deep silver,0.04,0.00,0.00,0.01,0.05,3.5,Inti Creates,E10+,low,10,recent
Touch 'N' Play Collection,DS,2010,Misc,o games,0.03,0.01,0.00,0.00,0.05,7.5,O-Games,E,low,16,old
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,epoch,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,33,old
Samurai Champloo: Sidetracked,PS2,2006,Action,namco bandai games,0.03,0.02,0.00,0.01,0.05,7.2,Grasshopper Manufacture,T,low,20,old
Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,tecmo koei,0.00,0.00,0.05,0.00,0.05,7.8,Team Ninja,E,low,10,recent
Drill Dozer,GBA,2007,Platform,unknown,0.04,0.01,0.00,0.00,0.05,8.3,Game Freak,E,low,19,old
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007,Action,takara tomy,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,19,old
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,hudson soft,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
Fatal Fury: Wild Ambition,PS,1999,Fighting,snk playmore,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,27,old
Mister Slime,DS,2008,Action,southpeak games,0.05,0.00,0.00,0.00,0.05,7.5,Lexis Numerique,E,low,18,old
Winning Post 8 ,PS3,2014,Racing,tecmo koei,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,12,recent
Learn Science,DS,2010,Misc,dreamcatcher interactive,0.05,0.00,0.00,0.00,0.05,7.5,Dreamcatcher,E,low,16,old
Medal of Honor: Airborne,PC,2007,Shooter,electronic arts,0.00,0.04,0.00,0.01,0.05,7.3,Electronic Arts,T,low,19,old
Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ascii media works,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,17,old
Judge Dredd,PS,1997,Platform,gremlin interactive ltd,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,29,old
Minna no Ennichi,3DS,2012,Action,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,14,recent
Domino Rally,Wii,2007,Action,nordcurrent,0.05,0.00,0.00,0.00,0.05,7.5,RED Entertainment,E,low,19,old
King Arthur,XB,2004,Action,konami digital entertainment,0.04,0.01,0.00,0.00,0.05,7.5,Krome Studios,T,low,22,old
Bass Rise,PS,1999,Sports,namco bandai games,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,27,old
Dynamite Headdy,GEN,1993,Platform,sega,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,33,old
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,14,recent
Arcania: Gothic 4,PS4,2015,Role-Playing,nordic games,0.04,0.00,0.00,0.01,0.05,7.5,unknown,E,low,11,recent
Match 3 Madness,DS,2010,Puzzle,foreign media games,0.00,0.05,0.00,0.01,0.05,7.5,Most Wanted Entertainment,E,low,16,old
Countdown: The Game,Wii,2009,Puzzle,mindscape,0.00,0.05,0.00,0.00,0.05,7.5,unknown,E,low,17,old
Rockin' Pretty,DS,2009,Misc,arc system works,0.05,0.00,0.00,0.00,0.05,7.5,Arc System Works,E,low,17,old
Men of War: Assault Squad,PC,2011,Strategy,1c company,0.01,0.03,0.00,0.01,0.05,8.2,"THQ, 1C, 1C Company",T,low,15,old
Persona 2: Eternal Punishment,PSP,2012,Role-Playing,atlus,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,14,recent
Dragon's Lair 3D: Return to the Lair,XB,2002,Platform,ubisoft,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,24,old
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,nippon ichi software,0.05,0.00,0.00,0.00,0.05,6.8,Nippon Ichi Software,E,low,18,old
Growlanser: Heritage of War (jp sales),PS2,2006,Role-Playing,rising star games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,20,old
Myst IV: Revelation,XB,2005,Adventure,ubisoft,0.04,0.01,0.00,0.00,0.05,7.5,Ubisoft Montreal,T,low,21,old
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,southpeak games,0.05,0.00,0.00,0.00,0.05,7.5,Just For Fun,E,low,16,old
Pachinko Wars II,SNES,1993,Misc,coconuts japan,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,33,old
Jake Power: Policeman,DS,2008,Adventure,ubisoft,0.05,0.00,0.00,0.00,0.05,7.5,Ubisoft,E,low,18,old
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,arika,0.03,0.02,0.00,0.01,0.05,7.5,unknown,E,low,22,old
Dead Island Definitive Collection,XOne,2016,Action,deep silver,0.02,0.03,0.00,0.00,0.05,4.9,Techland,M,low,10,recent
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,namco bandai games,0.03,0.01,0.00,0.00,0.05,6.5,"Namco Bandai Games, Monkey Bar Games",E10+,low,13,recent
Animal Planet: Vet Collection,DS,2010,Simulation,activision,0.05,0.00,0.00,0.00,0.05,7.5,Activision,E,low,16,old
Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,tivola,0.00,0.04,0.00,0.01,0.05,7.5,unknown,E,low,17,old
Virtua Striker 2002,GC,2002,Sports,sega,0.01,0.00,0.03,0.00,0.05,6.0,Amusement Vision,E,low,24,old
WRC 5: FIA World Rally Championship,PS4,2015,Sports,bigben interactive,0.00,0.05,0.00,0.01,0.05,7.5,unknown,E,low,11,recent
UEFA Champions League 2006-2007,X360,2007,Sports,electronic arts,0.04,0.01,0.00,0.00,0.05,8.2,EA Canada,E,low,19,old
Fate/Unlimited Codes Portable,PSP,2009,Fighting,capcom,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,17,old
Centipede: Infestation,Wii,2011,Shooter,atari,0.05,0.00,0.00,0.00,0.05,7.5,WayForward,E10+,low,15,old
F1 2015,PC,2015,Racing,codemasters,0.00,0.05,0.00,0.00,0.05,3.6,Codemasters,E,low,11,recent
Game no Kanzume Vol 2,SCD,1994,Misc,sega,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,32,old
Luminous Arc Infinity,PSV,2015,Action,marvel entertainment,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,11,recent
Disney's PK: Out of the Shadows,GC,2002,Platform,ubisoft,0.04,0.01,0.00,0.00,0.05,7.5,Ubisoft,E,low,24,old
Aliens in the Attic,DS,2009,Action,playlogic game factory,0.05,0.00,0.00,0.00,0.05,6.0,Engine Software,E10+,low,17,old
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,20,old
The Idolmaster 2,X360,2011,Simulation,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,15,old
Hunted: The Demon's Forge,PC,2011,Action,bethesda softworks,0.03,0.01,0.00,0.00,0.05,6.6,InXile Entertainment,M,low,15,old
Powerdrome,PS2,2004,Racing,evolved games,0.03,0.02,0.00,0.01,0.05,7.5,Argonaut Games,T,low,22,old
Dreamer Series: Puppy Trainer,DS,2008,Simulation,dreamcatcher interactive,0.05,0.00,0.00,0.00,0.05,7.5,Dreamcatcher,E,low,18,old
SingStar Mallorca Party,PS3,2009,Misc,sony computer entertainment,0.00,0.04,0.00,0.01,0.05,7.5,unknown,E,low,17,old
Pro Yakyuu Spirits 5 Kanzenban,PS2,2008,Sports,konami digital entertainment,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,18,old
Shin Sangoku Musou 5 Special,PSP,2009,Action,tecmo koei,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,17,old
Major Minor's Majestic March,Wii,2009,Misc,majesco entertainment,0.05,0.00,0.00,0.00,0.05,7.5,NanaOn-Sha,E,low,17,old
Pony Friends: Mini Breeds Edition,DS,2008,Simulation,eidos interactive,0.05,0.00,0.00,0.00,0.05,7.5,"Eidos Interactive, Tantalus Interactive",E,low,18,old
Otogi 2: Immortal Warriors,XB,2003,Action,sega,0.04,0.01,0.00,0.00,0.05,8.3,From Software,T,low,23,old
Legend of Kay,PS2,2005,Action,jowood productions,0.03,0.02,0.00,0.01,0.05,7.3,Neon Studios,E10+,low,21,old
Walt Disney Pictures Presents Enchanted,DS,2007,Platform,disney interactive studios,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,19,old
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,konami digital entertainment,0.05,0.00,0.00,0.00,0.05,6.3,Immersion Software & Graphics,T,low,16,old
Piglet's Big Game,GC,2003,Platform,gotham games,0.04,0.01,0.00,0.00,0.05,8.0,Doki Denki,E,low,23,old
Tom Clancy's HAWX 2,PC,2010,Action,ubisoft,0.00,0.04,0.00,0.01,0.05,3.8,Ubisoft,T,low,16,old
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,popcorn arcade,0.05,0.00,0.00,0.00,0.05,1.1,Data Design Interactive,E,low,19,old
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,avalon interactive,0.04,0.01,0.00,0.00,0.05,5.5,Interplay,M,low,22,old
Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,kadokawa shoten,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,14,recent
IndyCar Series,XB,2003,Racing,codemasters,0.04,0.01,0.00,0.00,0.05,7.8,Codemasters,E,low,23,old
Strawberry Shortcake: Strawberryland Games,DS,2006,Action,game factory,0.05,0.00,0.00,0.00,0.05,7.5,Gorilla Systems,E,low,20,old
Ultra Bust-A-Move,XB,2004,Puzzle,505 games,0.04,0.01,0.00,0.00,0.05,7.5,Taito Corporation,E,low,22,old
Rally Fusion: Race of Champions,XB,2002,Racing,activision,0.04,0.01,0.00,0.00,0.05,7.5,Climax Group,E,low,24,old
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,activision,0.01,0.03,0.00,0.01,0.05,3.4,PlatinumGames,T,low,10,recent
Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,focus home interactive,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,12,recent
Piglet's Big Game,GBA,2003,Platform,thq,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,23,old
Killing Floor 2 ,PS4,2016,Shooter,tripwire interactive,0.03,0.01,0.00,0.01,0.05,8.0,Tripwire Interactive,M,low,10,recent
Pinball Hall of Fame: The Gottlieb Collection,GC,2005,Misc,crave entertainment,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,21,old
Ferrari F355 Challenge,PS2,2002,Racing,sony computer entertainment,0.03,0.02,0.00,0.01,0.05,4.4,Sega AM2,E,low,24,old
Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,little orbit,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,11,recent
Mr Bean's Wacky World of Wii,Wii,2009,Adventure,blast! entertainment ltd,0.00,0.05,0.00,0.00,0.05,7.5,Blast! Entertainment Ltd,E,low,17,old
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,swing! entertainment,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,28,old
My Horse & Me: Riding for Gold,Wii,2008,Sports,atari,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,18,old
Mortal Kombat X,PC,2015,Fighting,warner bros  interactive entertainment,0.01,0.04,0.00,0.00,0.05,5.1,High Voltage Software,M,low,11,recent
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,hudson soft,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
Cities in Motion,PC,2011,Simulation,paradox interactive,0.00,0.04,0.00,0.01,0.05,7.7,Colossal Order,E,low,15,old
Shifters,PS2,2002,Adventure,3do,0.03,0.02,0.00,0.01,0.05,5.9,3DO,T,low,24,old
Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,unknown,0.04,0.01,0.00,0.00,0.05,7.5,Navarre Corp,E,low,16,old
RPG Tsukuru DS,DS,2010,Role-Playing,enterbrain,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
To Heart 2: Dungeon Travelers,PSV,2015,Adventure,aqua plus,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,11,recent
Bladestorm: Nightmare,XOne,2015,Action,tecmo koei,0.03,0.02,0.00,0.00,0.05,7.1,Omega Force,T,low,11,recent
TNA iMPACT: Cross the Line,PSP,2010,Fighting,southpeak games,0.05,0.00,0.00,0.00,0.05,6.5,Point of View,T,low,16,old
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008,Role-Playing,sega,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,18,old
Kamen Rider: Dragon Knight,DS,2009,Fighting,d3publisher,0.05,0.00,0.00,0.00,0.05,7.5,Natsume,T,low,17,old
The BIGS 2,DS,2009,Sports,take two interactive,0.05,0.00,0.00,0.00,0.05,7.5,Blue Castle Games,E,low,17,old
Sacred 3,X360,2014,Role-Playing,deep silver,0.03,0.02,0.00,0.00,0.05,4.1,Deep Silver,M,low,12,recent
Captain America: Super Soldier,DS,2007,Action,sega,0.05,0.00,0.00,0.00,0.05,7.5,unknown,E,low,19,old
Venetica,PC,2009,Role-Playing,dtp entertainment,0.00,0.04,0.00,0.01,0.05,6.8,Deck 13,T,low,17,old
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,codemasters,0.02,0.03,0.00,0.01,0.05,4.9,Codemasters,M,low,17,old
Princess on Ice,DS,2008,Sports,505 games,0.04,0.01,0.00,0.00,0.05,7.5,Arc System Works,E,low,18,old
Lagoon,SNES,1991,Role-Playing,kemco,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,35,old
Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,warner bros  interactive entertainment,0.05,0.00,0.00,0.00,0.05,7.5,Black Lantern Studios,EC,low,16,old
Jewel Legends: Tree of Life,DS,2011,Puzzle,rising star games,0.00,0.04,0.00,0.01,0.05,7.5,Rising Star Games,E,low,15,old
Wasteland 2,XOne,2015,Role-Playing,deep silver,0.04,0.01,0.00,0.01,0.05,7.1,InXile Entertainment,M,low,11,recent
DoDonPachi Resurrection,X360,2010,Shooter,rising star games,0.00,0.04,0.00,0.01,0.05,8.6,Cave,E,low,16,old
Trick x Logic: Season 1,PSP,2010,Adventure,sony computer entertainment,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,nintendo,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,20,old
MorphX,X360,2010,Shooter,505 games,0.05,0.00,0.00,0.00,0.05,6.6,"Buka Entertainment, Targem Games",M,low,16,old
Monster! Bass Fishing,GBA,2003,Sports,ignition entertainment,0.04,0.01,0.00,0.00,0.05,7.5,unknown,E,low,23,old
Sigma Star Saga,GBA,2005,Role-Playing,atari,0.04,0.01,0.00,0.00,0.05,8.2,WayForward,E10+,low,21,old
Winning Post 7 2010,PSP,2010,Sports,tecmo koei,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
Imagine Animal Doctor Care Center,DS,2010,Simulation,ubisoft,0.05,0.00,0.00,0.00,0.05,7.5,Ubisoft,E,low,16,old
Air Traffic Chaos,DS,2007,Simulation,ertain,0.05,0.00,0.00,0.00,0.05,7.5,Sonic Powered,E,low,19,old
Batman: Gotham City Racer,PS,2001,Racing,ubisoft,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,25,old
Game of Thrones (Telltale),PS4,2015,Adventure,telltale games,0.04,0.00,0.00,0.01,0.05,7.5,unknown,E,low,11,recent
Sengoku Basara X,PS2,2008,Fighting,capcom,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,18,old
Legend of Kay,WiiU,2015,Action,nordic games,0.03,0.02,0.00,0.00,0.05,7.5,unknown,E,low,11,recent
Imagine: Party Planner,DS,2009,Simulation,ubisoft,0.05,0.00,0.00,0.00,0.05,7.5,Ubisoft Porto Alegre,E,low,17,old
Doraemon: Nobita no Kyouryuu 2006 DS,DS,2006,Role-Playing,sega,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,20,old
Ontamarama,DS,2007,Action,atlus,0.05,0.00,0.00,0.00,0.05,7.5,Noise Factory,E,low,19,old
DokiDoki Majo Shinpan!,DS,2007,Adventure,snk playmore,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,19,old
Starry ? Sky: In Spring,PSP,2010,Misc,asgard,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,16,old
FIFA Soccer 2004,GBA,2003,Sports,electronic arts,0.04,0.01,0.00,0.00,0.05,7.9,Exient Entertainment,E,low,23,old
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 games,0.05,0.00,0.00,0.00,0.05,7.5,unknown,E,low,22,old
Downforce,PS2,2002,Racing,avalon interactive,0.03,0.02,0.00,0.01,0.05,7.5,SmartDog,E,low,24,old
Little Busters! Converted Edition,PS2,2009,Adventure,prototype,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,17,old
Pet Pals: New Leash on Life,DS,2010,Simulation,destineer,0.05,0.00,0.00,0.00,0.05,7.5,Legacy Interactive,E,low,16,old
Disney's Party,GC,2002,Misc,electronic arts,0.04,0.01,0.00,0.00,0.05,7.8,Neverland,E,low,24,old
The Bureau: XCOM Declassified,PC,2013,Shooter,take two interactive,0.00,0.05,0.00,0.00,0.05,6.5,2K Marin,M,low,13,recent
Hysteria Hospital: Emergency Ward,Wii,2009,Action,oxygen interactive,0.05,0.00,0.00,0.00,0.05,7.5,Gameinvest,E,low,17,old
Nanostray 2,DS,2008,Shooter,codemasters,0.03,0.01,0.00,0.00,0.05,7.8,Shin'en,E,low,18,old
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,konami digital entertainment,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,22,old
Dokapon Journey,DS,2008,Role-Playing,sting,0.05,0.00,0.00,0.00,0.05,7.0,Suzak,E10+,low,18,old
Summon Night X: Tears Crown,DS,2009,Role-Playing,namco bandai games,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,17,old
Pawly Pets: My Vet Practice,DS,2007,Strategy,ubisoft,0.00,0.05,0.00,0.00,0.05,7.5,unknown,E,low,19,old
Metal Slug Anthology,PSP,2007,Shooter,ignition entertainment,0.02,0.00,0.02,0.01,0.05,7.4,Terminal Reality,T,low,19,old
Back to the Future: The Game,Wii,2011,Adventure,telltale games,0.05,0.00,0.00,0.00,0.05,4.1,Iron Galaxy Studios,T,low,15,old
Taiho Shichauzo!,PS,2001,Adventure,pioneer ldc,0.00,0.00,0.05,0.00,0.05,7.5,unknown,E,low,25,old
Phantom Crash,XB,2002,Simulation,phantagram,0.03,0.01,0.01,0.00,0.05,8.3,Genki,T,low,24,old
